technology_id,country,phase,category,input,unit,quantity,cost_per_unit,total_cost,currency,total_cost_usd,pct_borne_by_land_users
1000,TJ,establishment,equipment,tools,ha,1.0,10.0,10.0,USD,10.0,100.0
1000,TJ,establishment,plant_material,seeds,ha,1.0,30.0,30.0,USD,30.0,100.0
1000,TJ,maintenance,labour,harrowing of land,ha,1.0,18.0,18.0,USD,18.0,100.0
1000,TJ,maintenance,labour,haymaking,ha,1.0,12.0,12.0,USD,12.0,100.0
1001,TJ,establishment,labour,land levelling,ha,1.0,45.0,45.0,USD,45.0,100.0
1001,TJ,establishment,equipment,tools,ha,1.0,25.0,25.0,USD,25.0,100.0
1001,TJ,establishment,equipment,machine for land levelling,ha,1.0,150.0,150.0,USD,150.0,
1001,TJ,establishment,plant_material,seedlings,ha,1.0,250.0,250.0,USD,250.0,100.0
1001,TJ,maintenance,labour,ploughing of area,ha,1.0,20.0,20.0,USD,20.0,100.0
1001,TJ,maintenance,labour,sowing and weeding,ha,1.0,18.0,18.0,USD,18.0,
1001,TJ,maintenance,labour,pruning of fruit trees,ha,1.0,30.0,30.0,USD,30.0,
1001,TJ,maintenance,labour,spraying trees with biocides,ha,1.0,12.0,12.0,USD,12.0,
1001,TJ,maintenance,plant_material,seeds,ha,1.0,30.0,30.0,USD,30.0,100.0
1001,TJ,maintenance,plant_material,,,,1.0,,USD,,
1001,TJ,maintenance,fertilizers_biocides,fertilizer,ha,1.0,50.0,50.0,USD,50.0,100.0
1001,TJ,maintenance,fertilizers_biocides,biocides,ha,1.0,10.0,10.0,USD,10.0,100.0
1001,TJ,maintenance,fertilizers_biocides,compost/manure,ha,1.0,40.0,40.0,USD,40.0,100.0
1002,TJ,establishment,labour,thinning and clearing of tree rows,ha,1.0,6.0,6.0,USD,6.0,100.0
1002,TJ,establishment,equipment,tools,ha,1.0,25.0,25.0,USD,25.0,100.0
1002,TJ,maintenance,labour,sowing and weeding,ha,1.0,18.0,18.0,USD,18.0,100.0
1002,TJ,maintenance,labour,pruning of fruit trees,ha,1.0,45.0,45.0,USD,45.0,100.0
1002,TJ,maintenance,labour,cutting of twiggs affe,ha,1.0,15.0,15.0,USD,15.0,100.0
1002,TJ,maintenance,equipment,machine use,ha,1.0,20.0,20.0,USD,20.0,100.0
1002,TJ,maintenance,plant_material,seeds,ha,1.0,30.0,30.0,USD,30.0,100.0
1002,TJ,maintenance,fertilizers_biocides,fertilizer,ha,1.0,50.0,50.0,USD,50.0,100.0
1002,TJ,maintenance,fertilizers_biocides,compost/manure,ha,1.0,40.0,40.0,USD,40.0,100.0
1003,TJ,maintenance,labour,digging of drainage ditch,ha,1.0,1.0,1.0,USD,1.0,
1003,TJ,maintenance,labour,clearing of drainage ditch from washed in soil,ha,1.0,3.0,3.0,USD,3.0,
1004,SY,establishment,labour,Labour,ha,1.0,50.0,50.0,syrian pounds,1.0,100.0
1004,SY,establishment,equipment,Machine use,ha,1.0,50.0,50.0,syrian pounds,1.0,100.0
1004,SY,establishment,construction_material,Earth,ha,1.0,100.0,100.0,syrian pounds,2.0,100.0
1004,SY,establishment,other,Transport,ha,1.0,100.0,100.0,syrian pounds,2.0,
1005,SY,establishment,labour,Construction (10 person days),ha,1.0,50.0,50.0,,,100.0
1005,SY,establishment,equipment,Machine use,ha,1.0,10.0,10.0,,,100.0
1005,SY,establishment,equipment,Tools,ha,1.0,3.0,3.0,,,100.0
1005,SY,establishment,construction_material,Terre (disponible in-situ),ha,,,,,,
1005,SY,maintenance,labour,Repair (5 person days),ha,1.0,25.0,25.0,,,100.0
1006,CH,establishment,equipment,Streifenfräse,Machine,1.0,42000.0,42000.0,Swiss Franc,37168.14,100.0
1006,CH,establishment,equipment,Tractor,Machine,1.0,115000.0,115000.0,Swiss Franc,101769.91,100.0
1006,CH,maintenance,labour,"tillage of stripes, seeding,",ha,1.0,393.0,393.0,Swiss Franc,347.79,100.0
1006,CH,maintenance,labour,appliance of total herbicide,ha,1.0,88.0,88.0,Swiss Franc,77.88,100.0
1006,CH,maintenance,fertilizers_biocides,Biocides,ha,1.0,53.0,53.0,Swiss Franc,46.9,100.0
1007,CH,establishment,equipment,Direct seeding machine,Machine,1.0,278000.0,278000.0,Swiss Franc,257407.41,100.0
1007,CH,maintenance,labour,Seeding,ha,1.0,185.0,185.0,Swiss Franc,171.3,100.0
1007,CH,maintenance,labour,Spreading of snail poison,ha,1.0,46.0,46.0,Swiss Franc,42.59,100.0
1007,CH,maintenance,fertilizers_biocides,Biocides,ha,1.0,56.0,56.0,Swiss Franc,51.85,100.0
1007,CH,maintenance,other,Appliance of herbicide,ha,1.0,93.0,93.0,Swiss Franc,86.11,100.0
1008,CH,establishment,labour,applying round-up,ha,1.0,97.0,97.0,Swiss Franc,89.81,100.0
1008,CH,establishment,labour,maize strip tillage,ha,1.0,388.0,388.0,Swiss Franc,359.26,100.0
1008,CH,establishment,equipment,Tools,ha,1.0,56300.0,56300.0,Swiss Franc,52129.63,100.0
1009,CH,establishment,equipment,120 PS tractor,Farm,1.0,126000.0,126000.0,,,100.0
1009,CH,establishment,equipment,Machine for maize strip tillage,Farm,1.0,165000.0,165000.0,,,100.0
1009,CH,establishment,equipment,Sowing machine,Farm,1.0,12600.0,12600.0,,,100.0
1012,CL,establishment,labour,Subsoiling,unit,1.0,50.0,50.0,USD,50.0,100.0
1012,CL,establishment,equipment,Renting seeder machine,unit,1.0,60.0,60.0,USD,60.0,
1012,CL,establishment,equipment,Renting subsoiling machine,unit,1.0,70.0,70.0,USD,70.0,
1012,CL,maintenance,labour,Herbicide application,unit,1.0,20.0,20.0,USD,20.0,
1012,CL,maintenance,equipment,Renting seeder machine,unit,1.0,60.0,60.0,USD,60.0,
1012,CL,maintenance,plant_material,Seeds,unit,1.0,50.0,50.0,USD,50.0,
1012,CL,maintenance,fertilizers_biocides,Fertilizer,unit,1.0,174.0,174.0,USD,174.0,
1012,CL,maintenance,fertilizers_biocides,Herbicide,unit,1.0,20.0,20.0,USD,20.0,
1013,TN,establishment,labour,Labour,ha,1.0,1200.0,1200.0,TD,923.08,100.0
1013,TN,establishment,plant_material,,ha,1.0,800.0,800.0,TD,615.38,100.0
1013,TN,establishment,construction_material,,ha,1.0,1000.0,1000.0,TD,769.23,100.0
1013,TN,maintenance,labour,Labour,ha,1.0,400.0,400.0,TD,307.69,100.0
1013,TN,maintenance,plant_material,,ha,1.0,200.0,200.0,TD,153.85,100.0
1013,TN,maintenance,construction_material,,ha,1.0,300.0,300.0,TD,230.77,100.0
1014,TR,establishment,labour,Labour,ha,1.0,100.0,100.0,turkish lira,50.0,90.0
1014,TR,establishment,other,Drip irrigation system,ha,1.0,2000.0,2000.0,turkish lira,1000.0,90.0
1014,TR,maintenance,labour,Labour,ha,1.0,100.0,100.0,turkish lira,50.0,100.0
1014,TR,maintenance,other,Drip irrigation system,ha,1.0,200.0,200.0,turkish lira,100.0,100.0
1015,TR,establishment,equipment,Machine use,ha,1.0,50.0,50.0,YTL,38.46,100.0
1015,TR,maintenance,labour,Labour,ha,1.0,300.0,300.0,YTL,230.77,100.0
1015,TR,maintenance,equipment,Machine use,ha,1.0,25.0,25.0,YTL,19.23,100.0
1015,TR,maintenance,equipment,Ploughing,ha,1.0,175.0,175.0,YTL,134.62,100.0
1015,TR,maintenance,plant_material,Seeds,ha,1.0,300.0,300.0,YTL,230.77,75.0
1015,TR,maintenance,plant_material,Fertilizer,ha,1.0,100.0,100.0,YTL,76.92,100.0
1015,TR,maintenance,plant_material,Biocides,ha,1.0,20.0,20.0,YTL,15.38,100.0
1015,TR,maintenance,plant_material,Irrigation,ha,1.0,280.0,280.0,YTL,215.38,100.0
1016,TJ,establishment,labour,digging of cut-off drain,ha,1.0,3.0,3.0,USD,3.0,100.0
1016,TJ,establishment,equipment,tools,ha,1.0,5.0,5.0,USD,5.0,100.0
1016,TJ,maintenance,labour,digging of drainage ditches,ha,1.0,9.0,9.0,USD,9.0,100.0
1016,TJ,maintenance,labour,deepening and clearing,ha,1.0,12.0,12.0,USD,12.0,100.0
1017,TJ,establishment,labour,Planting of fruit orchard,ha,1.0,60.0,60.0,USD,60.0,100.0
1017,TJ,establishment,labour,Thinning and hand lanting,ha,2.0,10.0,20.0,USD,20.0,100.0
1017,TJ,establishment,equipment,machine use,ha,1.0,120.0,120.0,USD,120.0,100.0
1017,TJ,establishment,equipment,tools,,1.0,10.0,10.0,USD,10.0,100.0
1017,TJ,establishment,plant_material,seedlings,ha,1.0,250.0,250.0,USD,250.0,
1017,TJ,establishment,fertilizers_biocides,fertilizer,ha,1.0,50.0,50.0,USD,50.0,100.0
1017,TJ,establishment,fertilizers_biocides,biocides,ha,1.0,30.0,30.0,USD,30.0,100.0
1017,TJ,establishment,fertilizers_biocides,pesticides,ha,1.0,30.0,30.0,USD,30.0,100.0
1017,TJ,maintenance,labour,applying organic manure for crops and trees,ha,1.0,45.0,45.0,USD,45.0,100.0
1017,TJ,maintenance,labour,ploughing,ha,2.0,10.0,20.0,USD,20.0,100.0
1017,TJ,maintenance,equipment,labour animal traction,ha,1.0,10.0,10.0,USD,10.0,100.0
1017,TJ,maintenance,equipment,labour harvesting,ha,1.0,,,USD,,100.0
1017,TJ,maintenance,equipment,labour mulching and cutting,ha,1.0,50.0,50.0,USD,50.0,100.0
1017,TJ,maintenance,plant_material,seeds,ha,1.0,30.0,30.0,USD,30.0,100.0
1017,TJ,maintenance,fertilizers_biocides,fertilizer,ha,1.0,50.0,50.0,USD,50.0,100.0
1017,TJ,maintenance,fertilizers_biocides,biocides,ha,1.0,5.0,5.0,USD,5.0,100.0
1017,TJ,maintenance,fertilizers_biocides,compost manure,ha,1.0,10.0,10.0,USD,10.0,100.0
1018,CH,establishment,labour,Labour,ha,1.0,13800.0,13800.0,Swiss Franc,18400.0,100.0
1018,CH,establishment,equipment,Machine use,ha,1.0,1000.0,1000.0,Swiss Franc,1333.33,100.0
1018,CH,establishment,equipment,Tools,ha,1.0,,,Swiss Franc,,100.0
1018,CH,establishment,plant_material,Seeds of natural vegetation,ha,1.0,,,Swiss Franc,,100.0
1018,CH,establishment,fertilizers_biocides,Fertilizer,ha,1.0,200.0,200.0,Swiss Franc,266.67,100.0
1018,CH,establishment,fertilizers_biocides,Biocides,ha,1.0,,,Swiss Franc,,100.0
1018,CH,establishment,fertilizers_biocides,Compost/manure,ha,1.0,,,Swiss Franc,,100.0
1018,CH,maintenance,labour,Labour,ha,1.0,1500.0,1500.0,Swiss Franc,2000.0,100.0
1018,CH,maintenance,equipment,Machine use,ha,1.0,650.0,650.0,Swiss Franc,866.67,100.0
1018,CH,maintenance,equipment,Tools,ha,1.0,,,Swiss Franc,,100.0
1018,CH,maintenance,fertilizers_biocides,Fertilizer,ha,1.0,60.0,60.0,Swiss Franc,80.0,100.0
1018,CH,maintenance,fertilizers_biocides,Biocides,ha,1.0,90.0,90.0,Swiss Franc,120.0,100.0
1018,CH,maintenance,fertilizers_biocides,Compost/manure,ha,1.0,,,Swiss Franc,,100.0
1019,ES,maintenance,labour,Labour,ha,1.0,25.0,25.0,EURO,39.68,37.0
1019,ES,maintenance,equipment,Machine use,ha,1.0,72.0,72.0,EURO,114.29,37.0
1019,ES,maintenance,plant_material,Seeds,ha,1.0,96.0,96.0,EURO,152.38,37.0
1019,ES,maintenance,fertilizers_biocides,Fertilizer,ha,1.0,79.0,79.0,EURO,125.4,37.0
1019,ES,maintenance,fertilizers_biocides,Biocides,ha,1.0,159.0,159.0,EURO,252.38,37.0
1020,PH,maintenance,labour,,person-days,1.0,50.0,50.0,,,100.0
1020,PH,maintenance,equipment,Tools,,1.0,10.0,10.0,,,100.0
1021,PH,establishment,labour,Labour vouluntarily and paid,ha,1.0,147.6,147.6,USD,147.6,100.0
1021,PH,establishment,labour,post harvest,ha,1.0,200.0,200.0,USD,200.0,
1021,PH,establishment,plant_material,seed,ha,1.0,30.0,30.0,USD,30.0,100.0
1021,PH,establishment,fertilizers_biocides,fertilizer,ha,1.0,60.0,60.0,USD,60.0,100.0
1021,PH,establishment,fertilizers_biocides,biocides,ha,1.0,1.6,1.6,USD,1.6,100.0
1021,PH,establishment,fertilizers_biocides,BIO-N,ha,1.0,2.0,2.0,USD,2.0,100.0
1021,PH,establishment,other,man person days,ha,1.0,70.0,70.0,USD,70.0,100.0
1021,PH,establishment,other,marketing: transportation,ha,1.0,20.0,20.0,USD,20.0,100.0
1021,PH,establishment,other,marketing: packaging,ha,1.0,10.0,10.0,USD,10.0,100.0
1022,NI,establishment,labour,labour,ha,1.0,6.0,6.0,,,100.0
1022,NI,establishment,construction_material,wood,ha,1.0,50.0,50.0,,,100.0
1022,NI,establishment,construction_material,"Sheet metal, plastic",ha,1.0,6.0,6.0,,,100.0
1022,NI,establishment,other,earthworms (kg),ha,1.0,60.0,60.0,,,
1022,NI,maintenance,labour,labour,ha,1.0,60.0,60.0,,,100.0
1023,CO,establishment,labour,labour,ha,1.0,220.0,220.0,Pesos Colombianos,,100.0
1023,CO,establishment,plant_material,seeds,ha,1.0,15.0,15.0,Pesos Colombianos,,5.0
1023,CO,establishment,plant_material,seedlings,ha,1.0,450.0,450.0,Pesos Colombianos,,5.0
1023,CO,establishment,fertilizers_biocides,compost/manure,ha,1.0,600.0,600.0,Pesos Colombianos,,5.0
1023,CO,maintenance,labour,labour,ha,1.0,100.0,100.0,Pesos Colombianos,,100.0
1023,CO,maintenance,fertilizers_biocides,biocides,ha,1.0,45.0,45.0,Pesos Colombianos,,100.0
1025,SN,establishment,construction_material,"Petit matériel (hilaire, coupe coupe)",,1.0,11.0,11.0,CFA,0.02,100.0
1025,SN,maintenance,construction_material,"Petit matériel (hilaire, coupe coupe)",,1.0,11.0,11.0,CFA,0.02,100.0
1026,SN,maintenance,labour,Elagage du houppier des sujets adultes,,1.0,6.0,6.0,CFA,0.01,100.0
1026,SN,maintenance,fertilizers_biocides,Engrais,,1.0,39.0,39.0,CFA,0.08,100.0
1028,TJ,establishment,labour,Clearing the site of stones,Persons/day,10.0,30.0,300.0,somoni,66.23,100.0
1028,TJ,establishment,labour,Plowing the land with ox,Persons/day,9.0,180.0,1620.0,somoni,357.62,100.0
1028,TJ,establishment,labour,Applying Fertilizer/planting alfalfa/watering,Persons/day,13.0,30.0,390.0,somoni,86.09,100.0
1028,TJ,establishment,labour,Construction of irrigation pipes,Persons/day,304.0,30.0,9120.0,somoni,2013.25,100.0
1028,TJ,establishment,equipment,Purchasing of pipes 20 Ø= 50cm x 6m 1=100$,pipes,20.0,453.0,9060.0,somoni,2000.0,100.0
1028,TJ,establishment,equipment,Labour: Constructing and stabilizing irrigation network (3km),Persons/day,450.0,30.0,13500.0,somoni,2980.13,100.0
1028,TJ,establishment,plant_material,Alfa-alfa seeds,kg,48.0,20.0,960.0,somoni,211.92,100.0
1028,TJ,establishment,fertilizers_biocides,Fertilizer,kg,500.0,3.0,1500.0,somoni,331.13,100.0
1028,TJ,maintenance,labour,watering the field 10 times per vegetation period,Persons/day,90.0,30.0,2700.0,somoni,596.03,100.0
1028,TJ,maintenance,labour,cutting of alfa-alfa and natural grass,Persons/day,45.0,30.0,1350.0,somoni,298.01,100.0
1028,TJ,maintenance,labour,Cleaning irrigation network and canal,Persons/day,12.0,30.0,360.0,somoni,79.47,100.0
1029,TJ,establishment,labour,Planting of seedlings,pieces,2000.0,0.227,454.0,USD,454.0,100.0
1029,TJ,establishment,labour,Fencing the plot,ha,0.7,194.285,136.0,USD,136.0,100.0
1029,TJ,establishment,equipment,Fencing net to fence the plot,meters,100.0,28.2,2820.0,USD,2820.0,
1029,TJ,establishment,equipment,Plastic bottles,pieces,2000.0,0.0045,9.0,USD,9.0,
1029,TJ,establishment,plant_material,Seedlings,pieces,2000.0,1.8865,3773.0,USD,3773.0,
1029,TJ,maintenance,labour,Mulching,ha,1.0,454.0,454.0,USD,454.0,100.0
1029,TJ,maintenance,labour,Watering,ha,1.0,273.0,273.0,USD,273.0,100.0
1029,TJ,maintenance,labour,Plastic bottles placing,pieces,2000.0,0.023,46.0,USD,46.0,100.0
1030,SN,establishment,labour,Transport de plants d'arbres,,1.0,8.0,8.0,Francs CFA,0.02,
1030,SN,establishment,plant_material,Germes,ha,1.0,16.0,16.0,Francs CFA,0.03,
1030,SN,establishment,fertilizers_biocides,Biocides,ha,1.0,12.0,12.0,Francs CFA,0.02,
1030,SN,establishment,other,Eau,ha,1.0,100.0,100.0,Francs CFA,0.2,
1030,SN,establishment,other,Système d'arrosage,,1.0,3800.0,3800.0,Francs CFA,7.6,
1030,SN,maintenance,labour,Travail,ha,1.0,93.0,93.0,Francs CFA,0.19,
1030,SN,maintenance,equipment,Petit matériel et carburant,ha,1.0,208.0,208.0,Francs CFA,0.42,
1030,SN,maintenance,plant_material,Germes,ha,1.0,140.0,140.0,Francs CFA,0.28,
1030,SN,maintenance,fertilizers_biocides,Biocides,ha,1.0,32.0,32.0,Francs CFA,0.06,
1030,SN,maintenance,fertilizers_biocides,Compost / fumier,ha,1.0,85.0,85.0,Francs CFA,0.17,
1030,SN,maintenance,other,Eau,ha,1.0,153.0,153.0,Francs CFA,0.31,
1031,MA,establishment,equipment,Reaping hook,piece,1.0,3.0,3.0,Dirham,0.38,100.0
1031,MA,establishment,equipment,Swing plough,piece,1.0,20.0,20.0,Dirham,2.5,100.0
1031,MA,establishment,equipment,Metallic plough,piece,1.0,42.0,42.0,Dirham,5.25,100.0
1031,MA,establishment,equipment,Mule,piece,2.0,2703.0,5406.0,Dirham,675.75,100.0
1031,MA,establishment,equipment,Cart,piece,1.0,203.0,203.0,Dirham,25.38,100.0
1031,MA,maintenance,labour,Seeding,person days,1.0,5.0,5.0,Dirham,0.62,100.0
1031,MA,maintenance,labour,Ploughing,person days,2.0,10.0,20.0,Dirham,2.5,100.0
1031,MA,maintenance,labour,Harvest,person days,2.0,10.0,20.0,Dirham,2.5,100.0
1031,MA,maintenance,labour,Gathering and canning,person days,1.0,5.0,5.0,Dirham,0.62,100.0
1031,MA,maintenance,plant_material,Seeds,kg,100.0,0.42,42.0,Dirham,5.25,100.0
1032,TJ,establishment,labour,Growing of seedlings,Persons/day,100.0,5.0,500.0,USD,500.0,50.0
1032,TJ,establishment,labour,Diseas control,Greenhouses,10.0,20.0,200.0,USD,200.0,50.0
1032,TJ,establishment,labour,Training for farmers,Trainings,1.0,100.0,100.0,USD,100.0,50.0
1032,TJ,establishment,labour,Planting/Watering/Building Greenhouse,Greenhouses,10.0,130.0,1300.0,USD,1300.0,
1032,TJ,establishment,plant_material,Seeds,Greenhouses,10.0,50.0,500.0,USD,500.0,50.0
1032,TJ,establishment,plant_material,Compost manure,Greenhouses,10.0,20.0,200.0,USD,200.0,50.0
1032,TJ,establishment,plant_material,Pesticides,Greenhouses,10.0,20.0,200.0,USD,200.0,50.0
1032,TJ,establishment,construction_material,Material,Greenhouse,10.0,100.0,1000.0,USD,1000.0,50.0
1032,TJ,maintenance,labour,Vetilation/Watering/change of Soil/disease control,Greenhouses,10.0,200.0,2000.0,USD,2000.0,50.0
1033,TJ,establishment,labour,Digging of the holes,persons/day/unit,1.0,25.0,25.0,somoni,10.16,
1033,TJ,establishment,labour,Planting of trees,persons/day/unit,5.0,25.0,125.0,somoni,50.81,73.0
1033,TJ,establishment,labour,Terracing of slope areas,persons/day,2.0,25.0,50.0,somoni,20.33,100.0
1033,TJ,establishment,labour,Digging of water harvesting basin,person/basin,1.0,30.0,30.0,somoni,12.2,100.0
1033,TJ,establishment,construction_material,Fencing of area,unit,1.0,600.0,600.0,somoni,243.9,
1033,TJ,maintenance,labour,Watering the plants,persons/day,1.0,20.0,20.0,somoni,8.13,100.0
1033,TJ,maintenance,labour,Mulching the new plants,persons/day,1.0,20.0,20.0,somoni,8.13,100.0
1033,TJ,maintenance,labour,Using of organic fertilizers for trees,persons/day,1.0,20.0,20.0,somoni,8.13,100.0
1033,TJ,maintenance,labour,Rain water harvesting near the kitchen gardens for watering of new trees,persons/day,1.0,25.0,25.0,somoni,10.16,100.0
1033,TJ,maintenance,fertilizers_biocides,Fertilizer,kg/unit,1000.0,1.0,1000.0,somoni,406.5,100.0
1034,TJ,establishment,labour,"Planting of willows, cherry, pears",Persons/day,1.0,,,Tajik Somoni,,100.0
1034,TJ,establishment,labour,Construction irrigation canal,Persons/day,100.0,30.0,3000.0,Tajik Somoni,681.82,100.0
1034,TJ,establishment,labour,Construction of on-farm water distribution network,Persons/day,30.0,30.0,900.0,Tajik Somoni,204.55,
1034,TJ,establishment,plant_material,Alfa-alfa seeds,kg/ha,6.0,20.0,120.0,Tajik Somoni,27.27,100.0
1034,TJ,maintenance,labour,Sowing wheat with ochses,Persons/day,1.0,40.0,40.0,Tajik Somoni,9.09,100.0
1034,TJ,maintenance,labour,Tilling with ochses,Persons/day,6.0,40.0,240.0,Tajik Somoni,54.55,
1034,TJ,maintenance,labour,"Irrigating wheat, barley alfalfa",Persons/day,6.0,30.0,180.0,Tajik Somoni,40.91,
1034,TJ,maintenance,labour,Planting potatoe,Persons/day,8.0,30.0,240.0,Tajik Somoni,54.55,
1034,TJ,maintenance,equipment,Ochses for wheat sowing,Ochses/ha,2.0,50.0,100.0,Tajik Somoni,22.73,100.0
1034,TJ,maintenance,equipment,Ochses for potatoe tilling,Ochses/ha,6.0,30.0,180.0,Tajik Somoni,40.91,100.0
1034,TJ,maintenance,equipment,Donkey for carrying dung to the fields,loads,120.0,0.66666,80.0,Tajik Somoni,18.18,
1034,TJ,maintenance,equipment,Labour: Going with donkeys,Persons/day,8.0,40.0,320.0,Tajik Somoni,72.73,
1034,TJ,maintenance,plant_material,Wheat seeds,kg,200.0,1.2,240.0,Tajik Somoni,54.55,
1034,TJ,maintenance,fertilizers_biocides,Compost/manure,tons,12.0,50.0,600.0,Tajik Somoni,136.36,
1034,TJ,maintenance,fertilizers_biocides,Poatoe seedling,kg,800.0,1.0,800.0,Tajik Somoni,181.82,
1034,TJ,maintenance,fertilizers_biocides,Fertilizer for wheats,kg,140.0,0.58571,82.0,Tajik Somoni,18.64,
1036,TJ,establishment,labour,Establishment of living seabuckthorn fence,Mandays,160.0,6.6625,1066.0,Tajik Somoni,236.89,100.0
1036,TJ,establishment,labour,Planting of poplar and willows,Mandays,40.0,6.65,266.0,Tajik Somoni,59.11,100.0
1036,TJ,establishment,labour,Planting of fruit trees,Mandays,3.0,6.666,20.0,Tajik Somoni,4.44,100.0
1036,TJ,establishment,equipment,Tools,piece,4.0,5.5,22.0,Tajik Somoni,4.89,
1036,TJ,establishment,plant_material,Seedlings Seabuckthorn,piece,2000.0,0.2225,445.0,Tajik Somoni,98.89,
1036,TJ,establishment,plant_material,Seedlings of poplar and willows,piece,1200.0,0.22166,265.99,Tajik Somoni,59.11,
1036,TJ,establishment,plant_material,Seedlings fruit trees,piece,50.0,1.11,55.5,Tajik Somoni,12.33,100.0
1036,TJ,establishment,construction_material,Wood,360 cub per m,1000.0,0.8,800.0,Tajik Somoni,177.78,
1036,TJ,establishment,construction_material,Wire,m,1000.0,0.111,111.0,Tajik Somoni,24.67,
1036,TJ,maintenance,labour,Fence repair,Mandays,3.0,6.666,20.0,Tajik Somoni,4.44,100.0
1036,TJ,maintenance,labour,Plant tending,Mandays,4.0,6.75,27.0,Tajik Somoni,6.0,100.0
1036,TJ,maintenance,equipment,Tools,piece,2.0,13.5,27.0,Tajik Somoni,6.0,
1036,TJ,maintenance,plant_material,,,,,,Tajik Somoni,,8.0
1036,TJ,maintenance,construction_material,Wood,2 cub per m,1000.0,0.0089,8.9,Tajik Somoni,1.98,100.0
1036,TJ,maintenance,construction_material,Wire,meter,10.0,0.1,1.0,Tajik Somoni,0.22,100.0
1037,TJ,establishment,labour,Installing drip irrigation,Persons/day,2.0,20.0,40.0,Somoni,8.89,100.0
1037,TJ,establishment,plant_material,Seeds,ha,1.0,25.0,25.0,Somoni,5.56,100.0
1037,TJ,establishment,construction_material,Polyethylene sheet,ha,1.0,32.0,32.0,Somoni,7.11,100.0
1037,TJ,establishment,construction_material,Pipes and tools,ha,1.0,400.0,400.0,Somoni,88.89,100.0
1037,TJ,maintenance,labour,Preparation of soil,Persons/day,2.0,20.0,40.0,Somoni,8.89,100.0
1037,TJ,maintenance,labour,Planting Sees,Persons/day,2.0,20.0,40.0,Somoni,8.89,100.0
1037,TJ,maintenance,labour,Agronomic work,Persons/day,25.0,20.0,500.0,Somoni,111.11,100.0
1037,TJ,maintenance,equipment,Tools,Pieces,4.0,15.0,60.0,Somoni,13.33,100.0
1037,TJ,maintenance,plant_material,"Seeds (tomatoes, cucumbers, pepper)",Gramm,50.0,0.5,25.0,Somoni,5.56,100.0
1037,TJ,maintenance,fertilizers_biocides,Compost/manure,kg,500.0,0.4,200.0,Somoni,44.44,100.0
1038,TJ,establishment,labour,Digging holes,ha,1.0,8.0,8.0,450,,100.0
1038,TJ,establishment,equipment,Tools,pieces,1.0,5.0,5.0,450,,100.0
1038,TJ,establishment,plant_material,Seeds,kg,200.0,0.45,90.0,450,,1.0
1038,TJ,maintenance,labour,Filling pits with soil,Persons/day,0.1,5.0,0.5,450,,100.0
1039,MA,maintenance,other,Location semoir,ha,1.0,1000.0,1000.0,Dirham,,
1040,TJ,establishment,labour,Labour,Persons/day,1.0,5.0,5.0,сомони,,100.0
1040,TJ,establishment,equipment,Purchase of bee-hives and bee-families,hives,10.0,5.0,50.0,сомони,,
1040,TJ,establishment,equipment,Purchase of specific beekeeping equipment,kits,10.0,1.0,10.0,сомони,,100.0
1041,TJ,establishment,labour,"Digging trench for fundament,",Persons/day,3.0,40.0,120.0,Somoni,26.67,100.0
1041,TJ,establishment,labour,Put fundament,Persons/day,10.5,40.0,420.0,Somoni,93.33,100.0
1041,TJ,establishment,labour,Build walls,Persons/day,30.0,40.0,1200.0,Somoni,266.67,100.0
1041,TJ,establishment,labour,Build doors,Persons/day,2.0,20.0,40.0,Somoni,8.89,100.0
1041,TJ,establishment,equipment,Shovels,Pieces,2.0,20.0,40.0,Somoni,8.89,100.0
1041,TJ,establishment,equipment,Nails,kg,3.0,10.0,30.0,Somoni,6.67,
1041,TJ,establishment,construction_material,Cellophane foil,sq m,80.0,4.0,320.0,Somoni,71.11,
1041,TJ,establishment,other,Labour: Build wall ventilators,Persons/day,12.0,40.0,480.0,Somoni,106.67,100.0
1041,TJ,establishment,other,Labour: Build roof ventilators,Persons/day,4.0,40.0,160.0,Somoni,35.56,100.0
1041,TJ,establishment,other,Labour: Install night insulation,Persons/day,5.0,40.0,200.0,Somoni,44.44,100.0
1041,TJ,maintenance,labour,Replace cellophane,Persons/day,2.0,40.0,80.0,Somoni,17.78,100.0
1041,TJ,maintenance,construction_material,Cellophane,sq m,80.0,4.0,320.0,Somoni,71.11,100.0
1042,GR,establishment,labour,Labour,Irrigation network,1.0,969.0,969.0,euro,1384.29,100.0
1042,GR,establishment,equipment,hire of an ecavator,Irrigation network,1.0,1107.0,1107.0,euro,1581.43,100.0
1042,GR,establishment,equipment,Pumping station,Irrigation network,1.0,3460.0,3460.0,euro,4942.86,100.0
1042,GR,establishment,construction_material,Water transport pipes,Irrigation network,1.0,,,euro,,100.0
1042,GR,establishment,other,Diesel fuel (1 Lt),Liter,1.0,1.4,1.4,euro,2.0,100.0
1042,GR,establishment,other,Electricity (1 Kw),Liter,1.0,0.4,0.4,euro,0.57,100.0
1042,GR,maintenance,labour,Labour,Irrigation network,1.0,138.0,138.0,euro,197.14,100.0
1042,GR,maintenance,equipment,Hire of an ecavator,Irrigation network,1.0,275.0,275.0,euro,392.86,100.0
1042,GR,maintenance,equipment,Pumpiong station,Irrigation network,1.0,200.0,200.0,euro,285.71,100.0
1042,GR,maintenance,other,diesl fuel or erlectricity,Irrigation network,1.0,1512.0,1512.0,euro,2160.0,100.0
